Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
LHLNPK4	0.224	0.00105	559.7	0.895	0.496	12.6	23	22000	556	0.469	0.105	3.14	4.52	1.36
LHLNPK5	0.379	0.000915	437.5	0.836	0.494	9.21	20.1	22000	435	0.388	0.164	3	4.33	1.3
LHLNPK6	0.211	0.000775	285	0.888	0.505	11.1	17.1	22000	275	0.471	0.112	2.84	4.09	1.23
LHLNPK7	0.538	0.000445	336.6	0.694	0.393	4.53	9.8	22000	331	0.434	0.306	2.28	3.29	0.991
LHLNPK8	0.389	0.000523	283.1	0.791	0.435	6.32	11.5	22000	276	0.477	0.209	2.44	3.52	1.06
LHLNPK9	0.28	0.000735	276.8	0.871	0.497	9.98	16.2	22000	270	0.461	0.129	2.78	4.02	1.21
LHLNPKM1	0.362	0.000532	356.9	0.802	0.419	6.43	11.7	22000	354	0.431	0.198	2.46	3.55	1.07
LHLNPKM2	0.288	0.0007	285.3	0.858	0.485	9.17	15.4	22000	280	0.441	0.142	2.73	3.95	1.19
LHLNPKM3	0.217	0.000789	235.8	0.886	0.524	11.1	17.4	22000	232	0.365	0.114	2.85	4.12	1.24
LHLNPKM4	0.228	0.000599	287.4	0.847	0.456	8.07	13.2	22000	285	0.42	0.153	2.58	3.72	1.12
LHLNPKM5	0.227	0.000678	278.4	0.873	0.481	9.62	14.9	22000	275	0.442	0.127	2.7	3.9	1.17
LHLNPKM6	0.327	0.000757	294.6	0.857	0.496	9.51	16.6	22000	289	0.403	0.143	2.81	4.06	1.22
LHLNPKM7	0.495	0.000366	278.6	0.72	0.373	4.6	8.06	22000	270	0.506	0.28	2.09	3.01	0.906
LHLNPKM8	0.602	0.000263	228.3	0.606	0.324	3.2	5.78	22000	225	0.429	0.394	1.76	2.53	0.762
LHLNPKM9	0.323	0.000563	316.9	0.82	0.438	7.11	12.4	22000	311	0.494	0.18	2.52	3.63	1.09
LEJXCK1	0.206	0.000918	374.4	0.903	0.508	12.8	20.2	22000	372	0.408	0.0973	3.01	4.34	1.31
LEJXCK2	0.322	0.000576	221.2	0.839	0.472	7.93	12.7	22000	218	0.402	0.161	2.54	3.66	1.1
LEJXCK3	0.732	0.000169	178.3	0.454	0.255	2.22	3.71	22000	171	0.488	0.546	1.31	1.89	0.57
LEJXCK4	0.293	0.000478	200.3	0.823	0.447	6.91	10.5	22000	193	0.412	0.177	2.35	3.39	1.02
LEJXCK5	0.331	0.000615	269.4	0.84	0.467	8.05	13.5	22000	265	0.402	0.16	2.6	3.76	1.13
LEJXCK6	0.144	0.00115	220.6	0.934	0.6	18.1	25.3	22000	217	0.367	0.0663	3.23	4.66	1.4
LEJXCK7	0.301	0.000655	248.7	0.859	0.485	9.06	14.4	22000	244	0.424	0.141	2.67	3.85	1.16
LEJXCK8	0.27	0.000874	371.1	0.871	0.5	10.4	19.2	22000	369	0.354	0.129	2.96	4.27	1.28
LEJXCK9	0.189	0.000823	295.5	0.904	0.51	12.5	18.1	22000	292	0.399	0.096	2.9	4.18	1.26
LEJXNPK1	0.625	0.000249	231.6	0.587	0.315	3.06	5.48	22000	220	0.48	0.413	1.7	2.45	0.739
LEJXNPK2	0.297	0.000753	306.7	0.866	0.492	9.73	16.6	22000	300	0.412	0.134	2.81	4.05	1.22
LEJXNPK3	0.363	0.000507	218.3	0.82	0.449	7.06	11.2	22000	215	0.431	0.18	2.41	3.48	1.05
LEJXNPK4	0.352	0.000725	292.4	0.841	0.49	8.69	15.9	22000	283	0.412	0.159	2.77	3.99	1.2
LEJXNPK5	0.319	0.000634	247.8	0.854	0.48	8.79	14	22000	242	0.436	0.146	2.64	3.8	1.14
LEJXNPK6	0.137	0.00114	364	0.925	0.547	16.3	25	22000	359	0.397	0.0749	3.22	4.65	1.4
LEJXNPK7	0.366	0.000669	320.8	0.828	0.468	7.96	14.7	22000	313	0.465	0.172	2.69	3.88	1.17
LEJXNPK8	0.243	0.000863	258	0.898	0.532	12.5	19	22000	252	0.411	0.102	2.94	4.25	1.28
LEJXNPK9	0.301	0.000666	302.9	0.841	0.471	8.19	14.7	22000	299	0.39	0.159	2.68	3.87	1.17
LEJXNPKM1	0.284	0.000519	153.5	0.855	0.486	8.2	11.4	22000	150	0.351	0.145	2.43	3.51	1.06
LEJXNPKM2	0.382	0.00044	206.2	0.784	0.429	5.84	9.67	22000	198	0.387	0.216	2.27	3.27	0.986
LEJXNPKM3	0.24	0.000716	241.8	0.879	0.504	10.3	15.7	22000	238	0.393	0.121	2.76	3.98	1.2
LEJXNPKM4	0.509	0.000354	242.2	0.71	0.375	4.47	7.79	22000	237	0.408	0.29	2.05	2.96	0.892
LEJXNPKM5	0.293	0.00064	276.6	0.846	0.471	8.33	14.1	22000	274	0.364	0.154	2.65	3.82	1.15
LEJXNPKM6	0.191	0.00108	334.4	0.916	0.546	15	23.8	22000	332	0.375	0.0843	3.17	4.57	1.38
LEJXNPKM7	0.358	0.000353	198.9	0.754	0.389	4.94	7.77	22000	194	0.497	0.246	2.05	2.96	0.89
LEJXNPKM8	0.435	0.000394	199.2	0.766	0.412	5.41	8.68	22000	190	0.471	0.234	2.16	3.12	0.938
LEJXNPKM9	0.352	0.000488	232.9	0.804	0.438	6.45	10.7	22000	227	0.452	0.196	2.37	3.42	1.03
LEHLCK1	0.458	0.000215	187.5	0.654	0.299	3.26	4.73	22000	181	0.495	0.346	1.55	2.24	0.675
LEHLCK2	0.348	0.0003	191.2	0.753	0.362	4.57	6.59	22000	182	0.47	0.247	1.89	2.72	0.819
LEHLCK3	0.374	0.000471	216.2	0.815	0.438	6.78	10.4	22000	208	0.464	0.185	2.34	3.37	1.02
LEHLCK4	0.394	0.000341	204.5	0.744	0.38	4.68	7.5	22000	200	0.418	0.256	2.01	2.91	0.875
LEHLCK5	0.37	0.000382	197.7	0.784	0.405	5.54	8.41	22000	193	0.443	0.216	2.13	3.07	0.925
LEHLCK6	0.636	0.00025	182.9	0.581	0.329	3.06	5.49	22000	178	0.436	0.419	1.7	2.46	0.74
LEHLCK7	0.603	0.000211	212.5	0.585	0.288	2.87	4.65	22000	206	0.488	0.415	1.54	2.22	0.667
LEHLCK8	0.262	0.000569	250.4	0.852	0.458	8.23	12.5	22000	248	0.398	0.148	2.53	3.65	1.1
LEHLCK9	0.371	0.000464	177.7	0.803	0.45	6.39	10.2	22000	174	0.389	0.197	2.32	3.35	1.01
LEHLNPK1	0.512	0.000262	219.1	0.664	0.327	3.56	5.76	22000	213	0.472	0.336	1.75	2.53	0.76
LEHLNPK2	0.274	0.000807	244.9	0.885	0.525	11.3	17.8	22000	241	0.405	0.115	2.88	4.15	1.25
LEHLNPK3	0.409	0.000587	227.7	0.805	0.472	7.1	12.9	22000	225	0.367	0.195	2.56	3.69	1.11
LEHLNPK4	0.26	0.000668	348.4	0.848	0.46	8.36	14.7	22000	344	0.429	0.152	2.69	3.88	1.17
LEHLNPK5	0.403	0.000681	289.7	0.817	0.479	7.85	15	22000	285	0.441	0.183	2.71	3.91	1.18
LEHLNPK6	0.218	0.00074	244.7	0.883	0.509	10.6	16.3	22000	239	0.421	0.117	2.79	4.02	1.21
LEHLNPK7	0.436	0.000604	291	0.789	0.458	6.77	13.3	22000	283	0.465	0.211	2.59	3.73	1.12
LEHLNPK8	0.586	0.000313	216.7	0.634	0.36	3.58	6.89	22000	214	0.391	0.366	1.93	2.78	0.838
LEHLNPK9	0.26	0.000728	270.7	0.859	0.497	9.39	16	22000	266	0.438	0.141	2.77	4	1.2
LEHLNPKM2	0.368	0.000643	282.2	0.829	0.471	7.96	14.1	22000	276	0.458	0.171	2.65	3.82	1.15
LEHLNPKM3	0.219	0.000841	288	0.888	0.517	11.5	18.5	22000	282	0.417	0.112	2.92	4.21	1.27
LEHLNPKM4	0.51	0.000419	248.9	0.717	0.405	4.81	9.22	22000	242	0.473	0.283	2.22	3.21	0.965
LEHLNPKM5	0.255	0.000581	190.7	0.86	0.487	8.64	12.8	22000	187	0.388	0.14	2.55	3.68	1.11
LEHLNPKM6	0.526	0.00039	160.5	0.702	0.425	4.55	8.58	22000	157	0.335	0.298	2.15	3.1	0.934
LEHLNPKM7	0.613	0.00023	148.2	0.599	0.326	3.09	5.07	22000	145	0.397	0.401	1.62	2.34	0.705
LEHLNPKM8	0.7	0.000209	185.4	0.501	0.293	2.52	4.6	22000	183	0.38	0.499	1.53	2.2	0.663
LEHLNPKM9	0.25	0.000686	239.5	0.871	0.497	9.74	15.1	22000	235	0.407	0.129	2.71	3.92	1.18
XEJXCK1	0.759	0.000111	55.8	0.399	0.225	1.87	2.44	22000	53	0.352	0.601	0.892	1.29	0.388
XEJXCK2	0.677	0.000144	56.8	0.507	0.293	2.34	3.16	22000	51	0.327	0.493	1.15	1.66	0.5
XEJXCK3	0.601	0.000166	69.9	0.585	0.31	2.75	3.64	22000	65	0.379	0.415	1.29	1.86	0.561
XEJXCK4	0.705	0.000134	64.1	0.474	0.266	2.18	2.95	22000	58	0.356	0.526	1.08	1.56	0.469
XEJXCK5	0.288	0.000329	79.2	0.809	0.456	5.8	7.24	22000	77	0.346	0.191	1.98	2.86	0.859
XEJXCK6	0.314	0.000302	89.5	0.789	0.426	5.26	6.64	22000	85	0.349	0.211	1.89	2.73	0.822
XEJXCK7	0.328	0.000301	94	0.786	0.42	5.22	6.61	22000	90	0.374	0.214	1.89	2.73	0.821
XEJXCK8	0.319	0.000312	104.9	0.782	0.422	5.22	6.87	22000	96	0.392	0.218	1.93	2.78	0.837
XEJXCK9	0.275	0.000318	92	0.804	0.439	5.61	6.99	22000	84	0.376	0.196	1.94	2.81	0.845
XEJXNPK1	0.429	0.000224	77.4	0.706	0.373	3.8	4.94	22000	72	0.315	0.294	1.6	2.3	0.694
XEJXNPK2	0.291	0.000276	73.8	0.784	0.421	4.98	6.08	22000	73	0.257	0.216	1.8	2.6	0.784
XEJXNPK3	0.709	0.000133	60.5	0.467	0.265	2.15	2.93	22000	58	0.305	0.533	1.07	1.55	0.467
XEJXNPK4	0.679	0.000139	59	0.499	0.28	2.28	3.05	22000	54	0.345	0.501	1.12	1.61	0.485
XEJXNPK5	0.725	0.000127	57.1	0.448	0.259	2.07	2.79	22000	53	0.37	0.552	1.03	1.48	0.446
XEJXNPK6	0.662	0.000131	71.5	0.503	0.259	2.24	2.88	22000	59	0.417	0.497	1.06	1.53	0.459
XEJXNPK7	0.698	0.00013	55.6	0.481	0.266	2.19	2.86	22000	52	0.302	0.519	1.05	1.51	0.456
XEJXNPK8	0.487	0.000247	108.1	0.703	0.363	3.94	5.43	22000	106	0.29	0.297	1.69	2.44	0.735
XEJXNPK9	0.696	0.000143	57	0.49	0.286	2.28	3.14	22000	55	0.286	0.51	1.15	1.65	0.498
XEJXNPKM1	0.71	0.00014	62.2	0.471	0.275	2.19	3.08	22000	60	0.311	0.529	1.13	1.62	0.489
XEJXNPKM2	0.455	0.000206	67.8	0.7	0.363	3.68	4.53	22000	64	0.338	0.3	1.51	2.18	0.656
XEJXNPKM3	0.44	0.000168	66	0.643	0.337	3.03	3.69	22000	48	0.367	0.357	1.31	1.88	0.567
XEJXNPKM4	0.613	0.000149	55.5	0.57	0.316	2.61	3.28	22000	43	0.341	0.43	1.19	1.71	0.516
XEJXNPKM5	0.835	9.32E-05	52	0.295	0.19	1.57	2.05	22000	44	0.356	0.705	0.718	1.04	0.312
XEJXNPKM6	0.641	0.000166	42.5	0.56	0.352	2.68	3.66	22000	40	0.22	0.44	1.3	1.87	0.564
XEJXNPKM7	0.793	0.000106	54.3	0.356	0.218	1.74	2.34	22000	49	0.26	0.644	0.849	1.22	0.369
XEJXNPKM8	0.287	0.000441	89.9	0.832	0.511	7.01	9.69	22000	85	0.291	0.168	2.27	3.28	0.986
XEJXNPKM9	0.546	0.000216	60	0.652	0.387	3.41	4.75	22000	56	0.298	0.348	1.56	2.25	0.677
XEHLCK1	0.388	0.000288	101.1	0.762	0.404	4.79	6.33	22000	96	0.361	0.238	1.85	2.66	0.801
XEHLCK2	0.573	0.000186	75.5	0.618	0.339	3.04	4.09	22000	64	0.369	0.382	1.41	2.03	0.611
XEHLCK3	0.24	0.000351	109.9	0.819	0.436	6.08	7.71	22000	108	0.339	0.181	2.04	2.95	0.887
XEHLNPK2	0.229	0.000378	79.4	0.832	0.492	6.62	8.32	22000	74	0.307	0.168	2.12	3.06	0.92
XEHLNPK3	0.226	0.000349	86.2	0.821	0.459	6.11	7.67	22000	85	0.291	0.179	2.04	2.94	0.885
XEHLNPKM1	0.243	0.000338	97.4	0.816	0.44	5.93	7.44	22000	96	0.309	0.184	2.01	2.9	0.872
XEHLNPKM2	0.393	0.000253	86.9	0.735	0.389	4.23	5.56	22000	82	0.301	0.265	1.72	2.47	0.745
XEHLNPKM3	0.284	0.000309	116	0.794	0.406	5.29	6.81	22000	113	0.325	0.206	1.92	2.77	0.833
SEQYCK1	0.951	6.70E-05	188.8	0.096	0.0743	1.16	1.47	22000	186	0.465	0.904	0.388	0.56	0.169
SEQYCK2	0.829	0.000119	250.6	0.308	0.174	1.65	2.61	22000	244	0.518	0.692	0.958	1.38	0.416
SEQYCK3	0.827	0.000125	271	0.312	0.181	1.67	2.74	22000	267	0.485	0.688	1.01	1.46	0.438
SEQYCK4	0.929	7.60E-05	238.9	0.137	0.0945	1.24	1.67	22000	232	0.541	0.863	0.515	0.742	0.224
SEQYCK5	0.318	0.00106	384.6	0.868	0.531	11	23.4	22000	378	0.364	0.132	3.15	4.55	1.37
SEQYCK6	0.225	0.0019	385.9	0.928	0.628	21.1	41.7	22000	379	0.342	0.0724	3.73	5.38	1.62
SEQYCK7	0.184	0.00301	644.7	0.941	0.649	27.6	66.1	22000	641	0.293	0.0586	4.19	6.05	1.82
SEQYCK9	0.281	0.00202	562	0.898	0.6	16.2	44.5	22000	558	0.254	0.102	3.8	5.48	1.65
SEQYNPK1	0.32	0.00151	552.6	0.868	0.555	11.9	33.2	22000	549	0.267	0.132	3.5	5.05	1.52
SEQYNPK2	0.23	0.00135	510.9	0.899	0.544	14.1	29.7	22000	509	0.3	0.101	3.39	4.89	1.47
SEQYNPK3	0.865	0.000101	246.7	0.248	0.146	1.48	2.23	22000	241	0.545	0.752	0.803	1.16	0.349
SEQYNPK4	0.843	0.00011	253.8	0.286	0.161	1.58	2.43	22000	246	0.543	0.714	0.888	1.28	0.386
SEQYNPK5	0.42	0.0008	486.1	0.794	0.465	7.05	17.6	22000	480	0.341	0.206	2.87	4.14	1.25
SEQYNPK6	0.347	0.00138	614.4	0.858	0.532	11.1	30.3	22000	612	0.289	0.142	3.41	4.92	1.48
SEQYNPK7	0.329	0.00137	521	0.869	0.544	11.9	30.1	22000	519	0.267	0.131	3.4	4.91	1.48
SEQYNPK8	0.396	0.00091	580.6	0.81	0.471	7.63	20	22000	578	0.313	0.19	3	4.32	1.3
SEQYNPK9	0.344	0.00109	559.5	0.852	0.502	9.94	23.9	22000	555	0.344	0.148	3.17	4.58	1.38
SEQYNPKM1	0.317	0.00154	551.3	0.875	0.559	12.7	34	22000	548	0.262	0.125	3.53	5.09	1.53
SEQYNPKM2	0.392	0.000907	485.4	0.813	0.485	7.79	20	22000	482	0.261	0.187	2.99	4.32	1.3
SEQYNPKM3	0.392	0.000805	501.7	0.807	0.463	7.3	17.7	22000	496	0.36	0.193	2.87	4.15	1.25
SEQYNPKM4	0.245	0.00271	665.3	0.924	0.629	22.6	59.5	22000	663	0.279	0.0761	4.09	5.9	1.77
SEQYNPKM5	0.332	0.00146	619.5	0.865	0.54	11.8	32.1	22000	616	0.303	0.135	3.47	5	1.51
SEQYNPKM6	0.348	0.00128	656.5	0.851	0.515	10.3	28.2	22000	654	0.311	0.149	3.34	4.82	1.45
SEQYNPKM7	0.344	0.00112	463.2	0.846	0.522	9.68	24.6	22000	459	0.252	0.154	3.2	4.62	1.39
SEQYNPKM8	0.276	0.00166	454	0.898	0.588	15.3	36.4	22000	451	0.206	0.102	3.6	5.19	1.56
SEQYNPKM9	0.342	0.000881	323.1	0.847	0.514	9.19	19.4	22000	320	0.262	0.153	2.96	4.28	1.29
SEYCCK1	0.215	0.00092	329	0.901	0.52	12.5	20.2	22000	326	0.294	0.0994	3.01	4.34	1.31
SEYCCK2	0.396	0.000452	295.7	0.795	0.405	6.18	9.94	22000	292	0.416	0.205	2.3	3.31	0.998
SEYCCK3	0.754	0.000133	122	0.417	0.226	1.99	2.92	22000	115	0.517	0.583	1.07	1.55	0.465
SEYCCK4	0.301	0.00037	194.8	0.811	0.401	6.08	8.14	22000	186	0.561	0.189	2.1	3.02	0.911
SEYCCK5	0.468	0.000352	275.9	0.736	0.365	4.74	7.73	22000	272	0.462	0.264	2.05	2.95	0.888
SEYCCK6	0.662	0.000209	181	0.546	0.296	2.74	4.6	22000	172	0.491	0.454	1.53	2.2	0.663
SEYCCK7	0.267	0.000619	221	0.865	0.485	9.12	13.6	22000	218	0.393	0.135	2.61	3.77	1.13
SEYCCK8	0.232	0.000513	210.6	0.858	0.456	8.2	11.3	22000	203	0.534	0.142	2.42	3.5	1.05
SEYCCK9	0.561	0.000177	126.3	0.613	0.301	2.94	3.9	22000	92	0.624	0.387	1.36	1.96	0.591
SEYCNPK2	0.308	0.000385	168.1	0.824	0.419	6.47	8.46	22000	163	0.488	0.176	2.14	3.08	0.928
SEYCNPK3	0.245	0.000482	220.1	0.863	0.441	8.26	10.6	22000	211	0.585	0.137	2.36	3.41	1.03
SEYCNPK4	0.184	0.000789	397.9	0.898	0.478	11.5	17.4	22000	394	0.418	0.102	2.85	4.12	1.24
SEYCNPK5	0.107	0.00177	538.1	0.946	0.583	23.3	39	22000	535	0.34	0.0541	3.66	5.28	1.59
SEYCNPK6	0.578	0.000236	237.7	0.63	0.304	3.31	5.2	22000	227	0.61	0.37	1.65	2.38	0.716
SEYCNPK7	0.23	0.000752	359.3	0.879	0.478	10.2	16.5	22000	356	0.423	0.121	2.81	4.05	1.22
SEYCNPK8	0.138	0.00109	457.5	0.919	0.52	14.9	24	22000	452	0.408	0.0809	3.18	4.58	1.38
SEYCNPK9	0.313	0.00128	416.4	0.876	0.554	12.3	28.1	22000	413	0.275	0.124	3.34	4.81	1.45
SEYCNPKM1	0.264	0.000502	217.8	0.84	0.448	7.49	11.1	22000	213	0.421	0.16	2.4	3.47	1.04
SEYCNPKM2	0.397	0.000621	257.8	0.809	0.474	7.2	13.7	22000	250	0.378	0.191	2.61	3.77	1.14
SEYCNPKM3	0.485	0.000427	218	0.743	0.419	5.26	9.4	22000	211	0.458	0.257	2.24	3.23	0.973
SEYCNPKM4	0.453	0.00037	275.1	0.742	0.375	4.85	8.13	22000	269	0.478	0.258	2.1	3.02	0.91
SEYCNPKM5	0.486	0.000314	259.1	0.715	0.351	4.3	6.91	22000	246	0.538	0.285	1.93	2.79	0.839
SEYCNPKM6	0.271	0.000633	232.6	0.861	0.485	8.84	13.9	22000	228	0.319	0.139	2.63	3.8	1.14
SEYCNPKM7	0.434	0.00048	200.4	0.779	0.446	6.03	10.6	22000	198	0.332	0.221	2.36	3.4	1.02
SEYCNPKM8	0.317	0.000754	219.5	0.86	0.522	9.52	16.6	22000	218	0.196	0.14	2.81	4.05	1.22
SEYCNPKM9	0.215	0.00093	227.2	0.897	0.557	12.5	20.5	22000	225	0.23	0.103	3.02	4.35	1.31
SEYYCK1	0.482	0.000332	137	0.723	0.405	4.53	7.31	22000	136	0.27	0.277	1.99	2.87	0.864
SEYYCK2	0.347	0.00058	175.2	0.838	0.497	7.99	12.8	22000	168	0.314	0.162	2.55	3.67	1.11
SEYYCK3	0.348	0.000899	277.5	0.851	0.531	9.74	19.8	22000	275	0.217	0.149	2.98	4.31	1.3
SEYYCK4	0.864	0.000103	240.7	0.251	0.15	1.49	2.26	22000	235	0.53	0.749	0.817	1.18	0.355
SEYYCK5	0.359	0.000626	250.8	0.827	0.476	7.61	13.8	22000	248	0.265	0.173	2.62	3.78	1.14
SEYYCK6	0.444	0.000456	177.7	0.767	0.447	5.66	10	22000	174	0.263	0.233	2.31	3.33	1
SEYYCK7	0.407	0.000369	155.6	0.762	0.418	5.16	8.11	22000	150	0.331	0.238	2.09	3.02	0.909
SEYYCK8	0.314	0.000646	240.4	0.852	0.486	8.63	14.2	22000	236	0.312	0.148	2.65	3.83	1.15
SEYYCK9	0.896	8.26E-05	205.2	0.195	0.116	1.35	1.82	22000	172	0.613	0.805	0.598	0.862	0.26
SEYYNPK1	0.39	0.000613	264.1	0.812	0.467	7.22	13.5	22000	263	0.254	0.188	2.6	3.75	1.13
SEYYNPK2	0.393	0.000576	205.1	0.807	0.478	6.97	12.7	22000	204	0.215	0.193	2.54	3.66	1.1
SEYYNPK3	0.48	0.000315	165.4	0.722	0.394	4.45	6.92	22000	136	0.336	0.278	1.93	2.79	0.84
SEYYNPK4	0.511	0.000343	222.3	0.699	0.375	4.24	7.55	22000	218	0.32	0.301	2.02	2.92	0.878
SEYYNPK5	0.331	0.000933	352.7	0.864	0.516	10.5	20.5	22000	350	0.276	0.136	3.02	4.36	1.31
SEYYNPK6	0.468	0.000375	234	0.732	0.389	4.72	8.26	22000	229	0.343	0.268	2.11	3.05	0.917
SEYYNPK7	0.464	0.00042	215	0.745	0.416	5.1	9.23	22000	209	0.281	0.255	2.22	3.21	0.965
SEYYNPK8	0.405	0.00072	258.2	0.807	0.499	7.45	15.8	22000	253	0.28	0.193	2.76	3.99	1.2
SEYYNPK9	0.444	0.000477	278.3	0.764	0.419	5.61	10.5	22000	272	0.337	0.236	2.35	3.39	1.02
SEYYNPKM1	0.296	0.000689	296.4	0.862	0.478	9.18	15.2	22000	294	0.302	0.138	2.72	3.92	1.18
SEYYNPKM2	0.287	0.000941	246	0.882	0.551	11.7	20.7	22000	244	0.278	0.118	3.03	4.37	1.32
SEYYNPKM3	0.172	0.00121	299.9	0.923	0.576	16.5	26.6	22000	298	0.221	0.0766	3.28	4.73	1.43
SEYYNPKM4	0.476	0.000372	189.4	0.732	0.402	4.76	8.19	22000	186	0.278	0.268	2.1	3.03	0.913
SEYYNPKM5	0.374	0.000648	242.7	0.823	0.485	7.69	14.2	22000	240	0.27	0.177	2.66	3.83	1.15
SEYYNPKM6	0.745	0.000183	230.8	0.439	0.257	2.19	4.03	22000	228	0.415	0.561	1.39	2.01	0.605
SEYYNPKM7	0.431	0.00054	243.9	0.78	0.452	6.17	11.9	22000	239	0.325	0.22	2.47	3.57	1.07
SEYYNPKM8	0.922	6.98E-05	156.2	0.148	0.086	1.24	1.54	22000	147	0.608	0.852	0.429	0.619	0.186
SEYYNPKM9	0.424	0.000543	238.3	0.794	0.454	6.63	12	22000	235	0.39	0.206	2.48	3.58	1.08
SECCCK1	0.438	0.00038	225.4	0.745	0.393	4.86	8.36	22000	221	0.306	0.255	2.12	3.06	0.922
SECCCK2	0.398	0.000537	299.1	0.791	0.434	6.29	11.8	22000	296	0.32	0.209	2.47	3.56	1.07
SECCCK3	0.345	0.000578	220.1	0.832	0.473	7.66	12.7	22000	217	0.298	0.168	2.54	3.67	1.1
SECCNPK1	0.281	0.000732	346.1	0.844	0.476	8.35	16.1	22000	344	0.264	0.156	2.78	4.01	1.21
SECCNPK2	0.323	0.00106	380.2	0.86	0.531	10.5	23.4	22000	378	0.253	0.14	3.15	4.55	1.37
SECCNPK3	0.455	0.000345	219.4	0.733	0.377	4.62	7.58	22000	217	0.289	0.267	2.03	2.92	0.88
SECCNPKM1	0.324	0.000743	282.4	0.851	0.495	8.94	16.3	22000	281	0.238	0.149	2.79	4.03	1.21
SECCNPKM2	0.283	0.00103	268.2	0.889	0.559	12.6	22.6	22000	265	0.297	0.111	3.12	4.5	1.35
SECCNPKM3	0.972	5.78E-05	178.2	0.0547	0.0465	1.09	1.27	22000	172	0.613	0.945	0.239	0.345	0.104
SEJXCK1	0.403	0.000351	144.1	0.763	0.417	5.09	7.72	22000	134	0.4	0.237	2.04	2.95	0.888
SEJXCK2	0.384	0.000368	188.9	0.787	0.404	5.61	8.09	22000	178	0.469	0.213	2.09	3.02	0.908
SEJXCK3	0.343	0.00042	215.1	0.813	0.43	6.4	9.24	22000	177	0.539	0.187	2.22	3.21	0.966
SEJXCK4	0.866	8.76E-05	103.7	0.245	0.143	1.45	1.93	22000	99	0.46	0.755	0.656	0.946	0.285
SEJXCK5	0.439	0.000279	184.9	0.718	0.354	4.12	6.15	22000	170	0.415	0.282	1.82	2.62	0.789
SEJXCK6	0.371	0.000397	227.5	0.799	0.402	5.97	8.73	22000	218	0.498	0.201	2.17	3.13	0.941
SEJXCK7	0.418	0.000276	194.3	0.728	0.345	4.22	6.08	22000	188	0.471	0.272	1.81	2.6	0.784
SEJXCK9	0.303	0.00038	191.8	0.809	0.409	5.98	8.35	22000	179	0.478	0.191	2.12	3.06	0.922
SEJXNPK1	0.426	0.000237	130.9	0.711	0.344	3.9	5.21	22000	122	0.48	0.289	1.65	2.38	0.717
SEJXNPK2	0.341	0.000372	172.8	0.799	0.418	5.84	8.17	22000	153	0.571	0.201	2.1	3.03	0.912
SEJXNPK3	0.359	0.000474	206	0.819	0.444	6.9	10.4	22000	197	0.449	0.181	2.35	3.38	1.02
SEJXNPK4	0.252	0.000486	180.1	0.839	0.459	7.29	10.7	22000	175	0.364	0.161	2.37	3.42	1.03
SEJXNPK5	0.889	8.01E-05	149	0.205	0.117	1.36	1.76	22000	127	0.57	0.795	0.567	0.817	0.246
SEJXNPK6	0.886	8.09E-05	160.1	0.21	0.118	1.37	1.78	22000	135	0.625	0.79	0.577	0.832	0.25
SEJXNPK7	0.913	7.07E-05	103.7	0.162	0.0966	1.27	1.56	22000	97	0.561	0.838	0.442	0.637	0.192
SEJXNPK8	0.215	0.00194	633.5	0.918	0.582	18	42.6	22000	631	0.271	0.0821	3.75	5.41	1.63
SEJXNPK9	0.24	0.00198	666.7	0.908	0.581	16.7	43.6	22000	664	0.286	0.0923	3.77	5.45	1.64
SEJXNPKM1	0.285	0.000772	369.8	0.862	0.48	9.46	17	22000	364	0.438	0.138	2.83	4.09	1.23
SEJXNPKM2	0.214	0.00116	377.4	0.913	0.547	15	25.5	22000	372	0.405	0.0875	3.24	4.67	1.41
SEJXNPKM3	0.343	0.000532	291.5	0.821	0.434	6.99	11.7	22000	288	0.401	0.179	2.46	3.55	1.07
SEJXNPKM4	0.865	8.97E-05	143.1	0.247	0.139	1.46	1.97	22000	133	0.537	0.753	0.68	0.981	0.295
SEJXNPKM5	0.858	9.08E-05	154.6	0.256	0.139	1.48	2	22000	143	0.569	0.744	0.692	0.998	0.3
SEJXNPKM8	0.264	0.000581	210	0.863	0.479	8.92	12.8	22000	204	0.541	0.137	2.55	3.68	1.11
SEJXNPKM9	0.199	0.000854	312.2	0.901	0.513	12.3	18.8	22000	305	0.484	0.099	2.93	4.23	1.27
SEHLCK1	0.121	0.00295	658.8	0.951	0.643	29.6	65	22000	657	0.237	0.0495	4.17	6.02	1.81
SEHLCK2	0.166	0.00181	600.5	0.926	0.576	18.6	39.8	22000	598	0.257	0.0741	3.68	5.32	1.6
SEHLCK3	0.159	0.00231	580.9	0.941	0.617	24.4	50.8	22000	579	0.253	0.0585	3.93	5.67	1.71
SEHLNPK1	0.172	0.00291	684.8	0.942	0.637	26.8	63.9	22000	682	0.269	0.0579	4.16	6	1.81
SEHLNPK2	0.59	0.00029	324.9	0.635	0.322	3.56	6.39	22000	317	0.575	0.365	1.85	2.68	0.806
SEHLNPK3	0.847	0.000107	223.5	0.279	0.16	1.56	2.34	22000	208	0.56	0.721	0.852	1.23	0.37
SEHLNPKM1	0.899	8.14E-05	162.6	0.19	0.115	1.34	1.79	22000	157	0.551	0.81	0.582	0.84	0.253
