	SEQYCK1	SEQYCK2	SEQYCK3	SEQYCK4	SEQYCK5	SEQYCK6	SEQYCK7	SEQYCK9	SEQYNPK1	SEQYNPK2	SEQYNPK3	SEQYNPK4	SEQYNPK5	SEQYNPK6	SEQYNPK7	SEQYNPK8	SEQYNPK9	SEQYNPKM1	SEQYNPKM2	SEQYNPKM3	SEQYNPKM4	SEQYNPKM5	SEQYNPKM6	SEQYNPKM7	SEQYNPKM8	SEQYNPKM9	SEYCCK1	SEYCCK2	SEYCCK3	SEYCCK4	SEYCCK5	SEYCCK6	SEYCCK7	SEYCCK8	SEYCCK9	SEYCNPK2	SEYCNPK3	SEYCNPK4	SEYCNPK5	SEYCNPK6	SEYCNPK7	SEYCNPK8	SEYCNPK9	SEYCNPKM1	SEYCNPKM2	SEYCNPKM3	SEYCNPKM4	SEYCNPKM5	SEYCNPKM6	SEYCNPKM7	SEYCNPKM8	SEYCNPKM9	SEYYCK1	SEYYCK2	SEYYCK3	SEYYCK4	SEYYCK5	SEYYCK6	SEYYCK7	SEYYCK8	SEYYCK9	SEYYNPK1	SEYYNPK2	SEYYNPK3	SEYYNPK4	SEYYNPK5	SEYYNPK6	SEYYNPK7	SEYYNPK8	SEYYNPK9	SEYYNPKM1	SEYYNPKM2	SEYYNPKM3	SEYYNPKM4	SEYYNPKM5	SEYYNPKM6	SEYYNPKM7	SEYYNPKM8	SEYYNPKM9	SECCCK1	SECCCK2	SECCCK3	SECCNPK1	SECCNPK2	SECCNPK3	SECCNPKM1	SECCNPKM2	SECCNPKM3	SEJX20CK1	SEJX20CK2	SEJX20CK3	SEJX20CK4	SEJX20CK5	SEJX20CK6	SEJX20CK7	SEJX20CK9	SEJX20NPK1	SEJX20NPK2	SEJX20NPK3	SEJX20NPK4	SEJX20NPK5	SEJX20NPK6	SEJX20NPK7	SEJX20NPK8	SEJX20NPK9	SEJX20NPKM1	SEJX20NPKM2	SEJX20NPKM3	SEJX20NPKM4	SEJX20NPKM5	SEJX20NPKM8	SEJX20NPKM9	SEHL20CK1	SEHL20CK2	SEHL20CK3	SEHL20NPK1	SEHL20NPK2	SEHL20NPK3	SEHL20NPKM1	SEHL20NPKM2
OTU_100	0	0	0	4	6	0	200	269	6	24	0	3	254	44	217	81	140	150	150	19	159	187	211	189	85	109	68	6	0	0	18	3	0	19	0	0	0	28	27	3	12	67	83	2	4	0	8	10	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	2	0	1	1	0	0	1	0	1	0	32	67	28	2	3	0	1	0	2	27	20	8	30	0	2	0	1
OTU_503	0	3	2	2	249	202	0	1	38	0	1	2	0	0	1	2	0	16	0	2	44	1	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	22	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	317	334	0	0	0	57	0	0	0	1	0	10	2	0	0	39	0	90	0	0	1	0	0	0	0	0	0	0	0	0	0	1069	209	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0
OTU_5570	0	5	7	0	26	64	28	37	63	36	8	2	49	16	35	14	41	18	55	48	26	14	24	34	0	44	0	0	0	7	9	6	1	0	0	0	2	5	9	0	6	2	22	57	13	2	59	0	38	32	23	31	66	13	13	0	11	27	3	38	0	24	68	6	18	29	45	120	76	79	5	61	5	21	50	3	140	0	0	17	20	22	10	29	45	14	28	0	0	55	49	2	6	0	86	19	46	3	66	24	4	3	0	49	86	75	113	101	2	2	0	0	51	16	6	10	1	3	0	2
OTU_53	5	11	12	0	4	5	4	7	2	9	10	11	3	4	20	3	3	3	0	1	3	1	1	0	0	0	19	12	32	73	38	47	28	19	9	72	26	49	23	32	21	25	2	6	0	39	0	0	3	0	11	4	1	12	2	8	8	3	24	7	0	2	0	0	0	3	1	0	0	0	30	2	2	0	3	45	0	12	15	0	0	5	7	1	0	0	96	1	0	5	0	2	0	2	0	7	0	157	0	4	2	4	0	4	8	2	66	1	5	3	30	321	6	4	2	27	1283	5	6	8
OTU_534	0	0	1	1	866	101	206	12	128	7	0	0	9	4	170	2	3	67	6	14	15	3	4	0	93	1	0	0	0	0	5	0	0	0	0	0	0	0	16	0	4	39	11	0	2	0	2	0	0	0	14	0	10	0	2	0	1	33	0	1	0	0	24	3	9	4	36	6	83	12	9	573	18	19	18	2	21	0	11	15	20	3	0	0	0	0	0	2	0	4	12	0	0	1	13	1	0	3	6	33	0	0	0	0	18	1	0	4	1	1	0	4	0	0	36	0	0	0	0	0
OTU_112	0	0	1	0	191	8	27	0	6	78	0	0	92	367	1	1	16	0	29	22	46	119	38	39	56	7	0	0	0	0	3	0	0	9	0	0	1	10	9	0	3	5	37	13	0	5	0	0	44	35	33	29	30	0	14	3	17	0	3	7	1	10	35	6	9	8	35	9	6	17	21	17	31	18	64	0	0	5	0	2	132	36	0	17	0	8	41	11	0	0	0	2	0	0	0	0	0	0	2	0	1	3	0	0	0	158	0	0	2	1	0	0	54	405	111	107	3	0	0	2
OTU_602	0	8	2	3	132	508	163	1	131	2	1	3	1	3	60	2	18	179	0	2	10	1	0	0	68	7	0	0	0	0	1	0	0	0	0	0	0	2	2	0	5	26	14	0	1	0	3	2	0	0	0	12	9	0	0	5	11	19	10	5	2	179	0	0	0	27	0	10	40	40	16	312	8	6	5	3	19	0	5	0	0	7	0	10	1	1	0	1	282	1	0	0	0	0	0	3	0	1	23	17	2	0	0	0	15	169	0	6	1	3	7	3	17	4	14	4	4	1	0	2
OTU_27	11	8	11	6	28	72	6	8	8	15	12	3	6	35	20	9	27	22	1	13	15	6	15	4	19	0	1	10	0	0	3	1	2	1	0	0	1	0	2	1	5	7	2	14	18	0	12	0	18	0	6	0	0	0	14	3	0	5	0	21	4	0	0	0	0	0	2	0	12	0	3	0	12	0	22	2	11	0	0	20	4	6	42	97	8	136	81	1	1	11	0	0	0	46	0	0	10	0	17	3	0	0	0	16	10	14	0	7	0	2	1399	4	21	72	35	19	10	2	3	0
OTU_1473	0	0	0	0	70	342	90	67	37	32	0	0	18	48	111	6	25	118	34	30	34	20	44	52	95	173	18	1	0	1	7	5	1	4	0	0	0	15	25	0	2	22	74	0	1	0	2	0	3	1	41	0	0	5	0	0	90	0	0	13	0	49	12	1	0	60	19	0	33	65	12	48	11	37	14	2	20	0	0	12	21	0	5	0	2	0	0	6	53	3	17	1	24	21	2	0	0	0	19	181	0	0	0	26	0	0	0	10	0	0	0	0	11	23	7	9	1	1	0	3
OTU_11402	0	0	4	5	39	20	18	29	46	37	0	3	50	36	29	35	44	22	39	44	14	26	43	43	27	34	9	1	0	0	6	3	2	2	0	0	0	4	6	3	1	11	26	26	31	6	66	45	27	5	11	11	46	15	27	0	35	39	23	31	3	25	30	36	42	22	47	41	33	34	15	14	13	37	34	0	28	0	5	48	39	47	38	38	58	37	13	0	27	26	46	1	36	32	48	40	64	8	34	29	0	4	0	33	21	33	25	18	4	0	0	3	9	15	19	21	1	3	1	5
OTU_2724	2	1	4	1	0	0	25	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	156	1	1	0	312	0	25	1	0	0	0	2	0	0	8	0	3	0	110	59	656	2	0	0	1	3	6	0	2	3	1	2	0	0	757	110	0	0	0	0	1	1	3	216	0	0	1	2	1	0	2	2	2	1	0	2
OTU_24	0	0	0	0	6	75	6	103	42	40	0	0	0	2	0	45	42	31	16	0	11	5	3	3	12	5	42	12	0	5	4	6	1	12	1	0	13	2	41	3	28	57	41	27	34	3	0	0	1	6	69	36	26	8	51	0	153	18	1	16	0	7	303	8	31	47	50	5	5	92	5	13	125	16	102	8	4	0	76	3	21	6	5	215	4	24	19	3	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	45	11	0	0	0	0	23	13	23	0	1	0	1	0	0
OTU_167	1	3	2	2	22	98	5	59	0	22	1	1	22	0	65	1	9	1	0	0	5	0	1	0	18	0	6	11	0	0	1	0	0	0	0	0	3	7	0	0	1	0	13	0	5	0	9	0	4	11	45	100	6	0	0	1	0	10	8	74	1	53	55	0	0	11	8	0	0	15	0	0	0	29	13	0	207	0	38	0	0	0	0	12	5	4	0	0	5	0	16	1	3	11	9	0	0	0	0	0	0	0	0	1	8	137	68	2	0	0	1045	25	4	0	6	32	4	1	0	2
OTU_305	0	0	0	0	0	0	0	1	4	0	0	0	2	0	0	8	2	4	1	2	2	2	4	0	0	1	0	0	0	0	0	4	417	318	4	0	1379	23	4	1	10	0	11	43	4	7	4	4	0	62	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
OTU_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_842	0	0	0	0	1	1942	21	1	2	0	0	0	3	0	0	1	3	331	3	1	1	1	5	0	0	0	0	1	0	0	1	0	0	0	0	0	3	2	0	0	0	2	1	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	0	2	1	1	1	0	0	1	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_162	0	0	1	0	6	20	48	6	5	4	0	0	9	4	2	3	6	7	0	27	51	3	10	0	1209	0	0	50	0	0	0	0	0	0	0	0	0	3	197	21	3	0	0	0	0	76	3	0	28	19	2	3	0	12	10	0	0	16	23	1	0	6	0	0	13	1	19	5	26	0	0	4	0	4	43	96	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	1	0	1	0	12	0	0	1	1	176	0	1	0	0	30	2	0	0	0
OTU_18	0	0	0	0	15	0	117	80	1	14	0	0	1	0	0	0	0	0	0	0	26	8	3	6	0	0	83	3	0	0	18	3	316	0	0	0	0	10	85	0	106	0	20	0	52	21	0	0	79	69	67	65	25	71	78	0	46	6	0	8	0	16	0	0	16	21	56	8	0	2	4	0	4	0	17	0	0	0	427	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	13	0	0	0	0
OTU_1159	10	4	4	10	1	0	159	47	1	29	6	1	0	22	0	11	104	0	1	1	2	0	0	1	0	0	0	0	0	16	0	0	0	0	0	3	1	1	4	1	17	0	53	0	22	0	2	2	2	3	0	0	22	0	16	1	0	0	0	9	2	9	118	0	3	264	1	0	161	0	0	0	0	5	0	14	49	0	13	8	3	0	531	0	0	189	0	23	1	4	3	2	0	0	0	2	0	0	3	4	1	0	0	0	2	5	2	8	1	1	5	1	33	2	2	272	2	2	0	1
OTU_451	0	6	3	6	0	0	0	0	83	1	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	1	0	226	0	1	0	0	0	0	1	2	1	1	0	0	0	0	2	0	125	0	0	0	2	2	0	1	0	0	0	0	0	0	6	1809	0	0	0	1	2	14	0	5	2	1	0	0	1	2	3	6	1	0	0	0
OTU_331	0	0	0	1	1	2	4	0	21	0	0	0	0	0	0	5	5	0	0	0	38	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	198	0	0	0	0	2	0	0	0	0
OTU_7904	7	6	11	5	0	0	0	1	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	7	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2087	0	5	5	0	0	0	3	3	0
OTU_17	0	0	0	0	11	0	18	10	9	1	0	0	2	13	0	0	1	5	1	0	5	5	2	20	1	0	4	5	4	6	2	8	38	3	11	4	30	15	33	4	29	0	41	9	51	39	13	0	6	18	31	60	0	95	91	0	48	23	1	19	0	10	43	3	5	30	5	7	9	11	6	10	11	13	23	3	13	0	4	1	14	1	8	48	0	6	922	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	29	0	0	1	0	0	0	23	22	30	18	1	1	0	3
OTU_1104	7	4	2	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1162	0	0	3	0	2	0	0	0	0	0	0	0	4	4	0	0	0	1	1	8	0	927	0	0	0	3	3	5	2	1	1	2	1	2
OTU_81	0	0	0	0	8	0	0	1	4	4	0	0	0	1	8	4	3	1	1	1	9	6	4	0	0	0	34	2	37	133	21	107	336	21	56	89	267	84	8	3	30	8	257	0	1	37	0	0	12	29	0	158	0	121	0	0	1	65	118	32	0	1	0	0	1	0	1	0	0	4	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	1	0	0	0
OTU_3674	0	2	2	6	49	0	2	6	11	394	2	5	204	129	0	16	16	4	27	2	79	30	9	0	1	0	0	5	0	0	0	0	0	11	0	0	33	2	26	10	71	6	92	0	4	11	77	4	79	14	0	38	0	51	53	2	69	0	0	0	4	0	65	14	0	0	4	9	0	9	1	0	3	0	17	0	0	0	24	22	13	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	6	1	1	0	72	10	9	25	14	0	6	0	3
OTU_1433	8	10	9	6	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	4	0	10	0	0	1786	4	0	0	5	0	1	0	0	24	2	8	2	6	3	0	4
OTU_9225	24	22	23	17	0	0	1	2	4	6	22	25	3	2	0	9	1	1	1	3	1	5	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	2	1	0	0	3	0	2	0	1	18	0	1	0	0	8	0	0	1	1	0	0	1	1	1	1	0	0	3	1	0	0	6	1	0	1	2	0	0	1	0	0	0	39	72	74	6	93	140	101	62	67	16	60	44	9	8	5	98	139	72	83	98	8	3	0	19	52	67	89	34	12	10	12	17
OTU_704	0	0	0	0	0	411	58	0	1	1	0	0	75	0	0	0	0	3	0	0	4	2	1	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	132	0	0	64	1	0	0	0	0	0	1	1	104	0	203	1	0	0	0	0	1	1	3	0	1	0	0	0	85	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	546	28	80	0	12	0	0
OTU_532	0	0	0	1	290	47	107	31	54	1	0	3	1	4	33	15	3	11	22	2	2	4	8	4	0	0	0	6	0	0	2	0	0	0	0	0	0	4	5	1	0	9	10	0	1	0	1	0	2	0	0	0	0	62	14	0	30	1	11	13	0	20	4	0	11	4	0	28	122	11	0	1	4	13	313	0	2	0	0	13	0	0	214	14	3	2	0	3	0	32	0	0	0	0	0	0	0	1	24	40	0	0	0	1	0	12	0	1	0	0	1	2	0	25	3	1	2	2	2	1
OTU_642	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	6	2	1	0	5	9	0	1	0	17	1	10	0	0	0	0	0	0	59	145	17	0	0	0	0	0	1	0	8	0	0	1	1	0	0	7	1	3	0	2	2	0	0	0	0	1	0	0	0	7	0	0	0	0	0	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13079	3	1	4	3	3	9	284	44	89	1	1	3	1	31	27	5	1	13	2	1	5	28	9	0	28	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	2	0	86	7	0	0	0	0	0	0	23	0	0	19	0	0	0	0	2	9	13	29	53	5	0	258	17	0	0	0	12	0	0	26	0	0	91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	1	0	0	1	59	0	0	0	0	1	0	0	76	7	26	60	6	2	2	3
OTU_118	7	10	10	7	6	5	72	3	6	19	15	8	56	13	38	5	3	18	4	45	4	46	37	65	56	0	14	4	1	0	9	0	0	0	0	5	0	1	1	0	0	3	27	0	4	0	2	2	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	6	3	1	0	0	2	0	4	5	4	244	160	0	1	7	1	0	0	0	185	119	61	116	7	9	2	6
OTU_37	0	0	0	0	2	0	0	1	1	0	0	0	2	0	2	0	1	0	1	4	1	1	0	0	0	0	2	9	2	24	4	22	88	148	20	11	6	4	144	9	4	9	94	0	55	28	8	30	14	15	34	321	0	41	48	0	26	0	0	20	1	3	1	0	0	18	10	5	3	1	0	1	8	0	17	5	0	0	3	5	2	0	0	7	0	12	0	0	0	0	1	0	3	0	0	0	2	0	0	0	1	0	0	0	11	0	0	0	0	0	0	14	41	94	9	4	5	0	1	0
OTU_11360	0	4	5	5	4	0	16	4	0	20	0	2	0	0	1	0	1	3	0	1	0	1	0	0	0	0	13	59	1	46	71	183	40	51	38	78	28	28	8	74	25	44	3	16	23	15	0	0	0	3	1	10	0	7	0	4	0	0	1	1	4	0	0	0	0	0	0	0	0	0	7	2	0	0	1	11	0	3	13	0	0	5	17	0	0	0	18	1	0	0	0	7	0	0	0	1	0	376	0	0	2	5	1	1	0	0	13	0	4	4	8	55	1	1	0	3	11	4	4	6
OTU_15	0	2	0	0	9	27	9	43	2	4	0	0	1	2	0	2	13	5	1	8	1	3	0	0	6	1	3	2	5	5	6	0	24	0	1	5	184	13	53	0	20	14	16	0	17	4	9	28	37	14	11	22	0	53	31	0	7	9	8	13	0	202	21	9	0	137	0	0	2	10	44	46	55	2	14	24	25	4	13	1	1	0	0	4	0	13	0	0	0	0	0	0	44	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	26	0	0	0	63	1	0	0	0
OTU_136	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	1	2	2	10	1	1	0	0	1	30	0	2	22	23	41	10	3	2	1	20	0	304	24	30	15	38	0	17	37	7	0	2	23	1	236	0	130	11	0	0	24	0	0	0	0	27	0	1	38	0	0	1	0	0	0	53	0	15	70	97	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	12	0	1	0	0	0	0
OTU_791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	57	0	0	0	0	151	0	0	0	350	3	4	0	689	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	123	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_930	0	0	0	0	0	0	2	1	14	1	0	0	1	0	0	3	8	1	33	0	841	10	44	81	33	6	0	1	0	0	4	0	0	2	1	0	2	1	1	3	0	1	0	1	2	1	0	0	1	2	18	0	0	0	10	0	0	0	2	6	0	5	1	0	7	0	0	0	0	8	1	0	0	0	8	3	203	0	15	0	1	4	0	2	0	0	0	0	0	0	0	0	6	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	11	0	0	1	0
OTU_134	2	9	3	4	2	7	5	19	49	11	6	3	14	49	3	50	37	55	5	55	21	27	89	1	110	0	33	0	0	0	5	1	10	1	0	0	0	2	9	0	5	6	12	1	1	0	11	2	1	0	0	0	1	0	0	9	1	0	1	0	6	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	5	2	1	4	6	2	3	1	0	2	5	3	4	2	77	211	4	10	9	1	1	0	0	77	24	82	95	2	6	2	6
OTU_6087	14	14	6	7	0	0	2	0	0	1	9	13	1	0	0	0	0	0	1	0	2	4	8	1	0	0	0	0	0	0	0	0	9	0	0	0	1	0	1	0	0	0	10	2	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	1	0	1	0	34	0	5	0	0	0	1	5	4	0	232	274	7	0	5	1	4	0	0	162	193	125	168	9	7	3	4
OTU_3	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	12	0	5	0	5	0	27	0	8	0	0	24	361	0	43	0	0	12	0	0	301	0	0	168	0	0	0	0	14	0	0	0	0	0	17	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0
OTU_44	0	2	2	0	1	0	21	0	1	36	0	1	29	19	0	1	4	89	0	3	18	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	7	17	0	5	77	9	53	0	0	38	0	0	0	4	1	19	0	1	0	0	10	0	0	1	1	0	51	0	44	6	11	21	0	3	74	16	23	8	0	2	15	0	174	23	28	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	16	0	46	0	1	0	187	0	1	0	20	0	1	2	0
OTU_1319	2	1	3	4	0	0	0	0	1	0	2	0	0	0	0	1	0	170	0	0	1	0	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	2	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	63	150	0	0	0	1	0	0	0	16	0	27	49	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	4	527	0	0	1	2	0	0	1	1	0	1	0	0	2	1
OTU_1481	0	0	0	5	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	39	0	0	1	0	0	0	0	1	4	0	0	0	0	0	1202	0	1	0	1	1	0	0	0	0
OTU_3459	3	7	12	5	0	0	11	3	1	3	5	6	0	3	4	2	2	0	1	1	1	0	1	0	0	0	4	25	9	12	9	5	9	55	5	16	17	19	28	25	64	3	1	12	46	15	0	0	1	1	8	9	0	2	0	7	0	2	1	1	5	0	0	0	0	0	0	0	0	0	4	0	10	0	1	6	0	9	15	0	6	183	10	3	0	0	10	0	0	1	5	8	0	0	0	0	0	140	1	0	1	0	3	0	0	2	15	1	9	3	10	37	2	21	0	0	227	5	4	9
OTU_14	0	0	0	0	17	31	35	64	2	7	0	0	6	3	2	1	3	5	7	0	24	5	3	7	14	0	39	4	0	4	2	3	58	1	0	0	13	7	92	0	43	24	41	1	43	5	4	3	3	1	26	33	8	17	27	0	59	12	4	4	0	4	36	10	2	17	15	12	0	31	30	50	38	0	13	0	0	0	10	0	21	0	0	10	0	3	0	2	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	12	35	0	0	0	0	9	10	7	5	18	1	0	0	0
OTU_1341	0	0	0	0	0	154	63	0	2	0	0	0	3	0	248	3	0	0	0	1	0	0	1	0	199	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	1	1	1	56	0	0	1	3	1	1	0	0	0	2	0	1	115	0	47	7	0	2	64	0	0	0	140	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_442	0	0	0	4	1	0	0	0	17	11	0	4	1	24	13	0	18	3	23	0	51	162	58	164	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	1	0	0	2	11	0	0	0	0	1	0	0	0	1	0	1	1	20	0	0	0	1	0	0	0	72	174	17	10	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	36	44	2	7	0	1	0	0	0	46	41	70	36	1	2	1	2
OTU_247	0	0	0	0	48	20	10	21	20	0	0	0	0	107	0	15	7	36	25	19	3	29	9	0	4	28	0	0	1	0	3	0	0	0	0	0	0	2	2	0	4	5	5	25	22	0	19	2	2	1	14	19	19	6	13	0	26	12	8	6	0	5	14	408	26	4	19	2	2	5	2	0	2	58	1	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	5	9	0	8	0	0	0	0	4	2	0	0	5	0	0	0	0	0	0	0	11	0	0	0	0
OTU_541	0	0	0	1	0	0	87	104	42	16	0	0	37	28	27	57	34	19	62	22	33	32	61	27	74	94	54	3	0	0	6	0	0	4	0	0	0	34	19	0	12	17	58	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	10	22	0	27	0	0	1	1	1	28	2	22	16	2	1	0	0
