OTUID	BS	P	LE	RS	RE	SE	VE
OTU_10256	1.38E-04	0.00E+00	0.00E+00	7.11E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10257	1.22E-03	0.00E+00	0.00E+00	1.25E-04	6.69E-05	0.00E+00	0.00E+00
OTU_10258	5.84E-04	0.00E+00	0.00E+00	1.71E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10259	1.13E-02	1.29E-06	0.00E+00	9.21E-03	5.94E-04	1.86E-04	0.00E+00
OTU_1026	2.86E-02	1.05E-04	1.13E-04	2.24E-02	1.01E-03	8.57E-04	4.48E-06
OTU_10260	6.80E-04	5.42E-05	6.81E-06	1.08E-03	9.22E-05	0.00E+00	0.00E+00
OTU_10261	1.08E-04	0.00E+00	0.00E+00	2.98E-06	2.02E-05	0.00E+00	0.00E+00
OTU_10262	3.29E-04	0.00E+00	2.99E-05	1.16E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10263	4.91E-04	0.00E+00	0.00E+00	7.35E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10264	5.23E-03	0.00E+00	0.00E+00	2.57E-03	1.37E-04	0.00E+00	0.00E+00
OTU_10265	4.54E-04	0.00E+00	0.00E+00	4.55E-04	1.14E-05	0.00E+00	0.00E+00
OTU_10266	5.90E-04	0.00E+00	0.00E+00	8.47E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10267	4.52E-04	0.00E+00	0.00E+00	2.26E-04	0.00E+00	2.71E-05	0.00E+00
OTU_10268	4.34E-05	0.00E+00	0.00E+00	5.51E-05	2.40E-06	0.00E+00	0.00E+00
OTU_10269	8.76E-05	0.00E+00	0.00E+00	5.69E-05	2.94E-06	0.00E+00	0.00E+00
OTU_1027	7.22E-03	5.14E-06	0.00E+00	2.50E-03	1.13E-04	0.00E+00	0.00E+00
OTU_10270	6.73E-05	0.00E+00	0.00E+00	5.78E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10271	2.64E-04	0.00E+00	0.00E+00	5.61E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10272	7.04E-05	0.00E+00	0.00E+00	5.17E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10273	5.50E-05	0.00E+00	0.00E+00	3.37E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10274	1.72E-04	7.56E-05	3.57E-06	8.42E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10275	1.28E-04	0.00E+00	0.00E+00	2.07E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10276	2.71E-05	1.63E-05	0.00E+00	5.45E-05	1.08E-05	0.00E+00	0.00E+00
OTU_10277	4.00E-03	2.54E-05	0.00E+00	2.57E-03	2.75E-04	1.53E-04	0.00E+00
OTU_10278	7.07E-05	1.42E-05	0.00E+00	3.59E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10279	7.69E-05	0.00E+00	0.00E+00	1.08E-04	0.00E+00	0.00E+00	0.00E+00
OTU_1028	4.85E-02	8.59E-06	1.52E-05	1.11E-02	4.07E-04	0.00E+00	8.24E-06
OTU_10280	6.18E-06	0.00E+00	0.00E+00	8.27E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10281	3.08E-04	0.00E+00	0.00E+00	7.26E-05	7.22E-06	0.00E+00	0.00E+00
OTU_10282	8.53E-04	0.00E+00	0.00E+00	3.15E-04	1.39E-04	1.14E-05	0.00E+00
OTU_10283	5.26E-05	0.00E+00	0.00E+00	1.14E-04	1.46E-05	0.00E+00	0.00E+00
OTU_10284	5.99E-05	1.14E-05	0.00E+00	9.73E-05	3.62E-05	0.00E+00	0.00E+00
OTU_10285	9.03E-05	0.00E+00	0.00E+00	7.74E-05	2.15E-05	0.00E+00	0.00E+00
OTU_10286	3.98E-04	0.00E+00	0.00E+00	4.20E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10287	1.62E-04	0.00E+00	0.00E+00	8.01E-05	5.26E-06	0.00E+00	0.00E+00
OTU_10288	2.39E-05	0.00E+00	0.00E+00	1.28E-04	2.53E-05	0.00E+00	0.00E+00
OTU_10289	1.69E-04	5.25E-06	0.00E+00	1.30E-04	8.98E-05	0.00E+00	0.00E+00
OTU_1029	2.18E-02	2.40E-04	1.54E-05	2.90E-02	9.88E-03	6.58E-04	0.00E+00
OTU_10290	6.20E-05	0.00E+00	0.00E+00	6.76E-05	5.82E-05	0.00E+00	0.00E+00
OTU_10291	2.77E-05	0.00E+00	0.00E+00	3.42E-05	3.87E-05	0.00E+00	0.00E+00
OTU_10292	6.08E-02	4.59E-04	1.42E-04	6.96E-02	5.91E-03	5.48E-03	1.45E-05
OTU_10293	8.66E-05	0.00E+00	0.00E+00	3.24E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10294	5.34E-05	0.00E+00	0.00E+00	7.80E-05	9.63E-06	0.00E+00	0.00E+00
OTU_10295	1.76E-04	0.00E+00	0.00E+00	5.08E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10296	7.76E-05	0.00E+00	0.00E+00	1.39E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10297	1.08E-04	0.00E+00	0.00E+00	3.94E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10298	2.03E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10299	4.89E-04	0.00E+00	0.00E+00	1.35E-04	8.61E-05	0.00E+00	0.00E+00
OTU_103	1.69E-01	4.14E-04	7.72E-05	7.35E-02	1.14E-02	1.97E-02	3.47E-05
OTU_1030	2.28E-02	9.61E-05	5.45E-05	1.76E-02	1.16E-02	0.00E+00	0.00E+00
OTU_10300	1.01E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10301	3.91E-04	1.05E-05	0.00E+00	1.57E-04	7.46E-05	0.00E+00	0.00E+00
OTU_10302	1.99E-05	0.00E+00	0.00E+00	1.13E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10303	2.51E-05	0.00E+00	0.00E+00	2.16E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10304	2.22E-05	0.00E+00	0.00E+00	1.91E-05	9.91E-06	0.00E+00	0.00E+00
OTU_10305	4.05E-03	3.01E-06	0.00E+00	2.06E-03	1.17E-04	1.57E-04	0.00E+00
OTU_10306	2.62E-04	1.01E-05	0.00E+00	1.92E-04	8.12E-06	0.00E+00	0.00E+00
OTU_10307	1.38E-03	1.25E-05	4.89E-06	9.39E-04	8.01E-05	6.56E-05	0.00E+00
OTU_10308	1.65E-04	0.00E+00	0.00E+00	9.24E-05	3.06E-06	0.00E+00	0.00E+00
OTU_10309	8.59E-05	0.00E+00	0.00E+00	1.34E-05	0.00E+00	0.00E+00	0.00E+00
OTU_1031	0.00E+00	1.06E-05	0.00E+00	3.48E-05	0.00E+00	1.40E-02	6.84E-06
OTU_10310	6.35E-05	0.00E+00	0.00E+00	9.58E-05	1.01E-05	0.00E+00	0.00E+00
OTU_10311	5.83E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10312	7.66E-04	5.25E-05	0.00E+00	3.61E-04	2.44E-05	8.47E-04	5.21E-06
OTU_10313	4.34E-03	2.72E-04	1.81E-03	1.74E-02	8.93E-03	7.05E-03	1.43E-04
OTU_10314	2.65E-05	0.00E+00	0.00E+00	2.53E-05	1.03E-05	0.00E+00	0.00E+00
OTU_10315	3.62E-05	0.00E+00	0.00E+00	1.99E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10316	6.83E-05	0.00E+00	0.00E+00	3.20E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10317	4.43E-04	4.02E-05	4.35E-05	2.15E-04	4.14E-05	3.79E-06	0.00E+00
OTU_10318	5.70E-05	0.00E+00	0.00E+00	3.80E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10319	6.55E-05	4.30E-06	0.00E+00	3.42E-05	0.00E+00	0.00E+00	0.00E+00
OTU_1032	9.33E-03	9.82E-06	7.47E-06	7.61E-03	9.39E-03	8.59E-06	0.00E+00
OTU_10320	4.57E-04	0.00E+00	0.00E+00	2.39E-04	1.33E-04	0.00E+00	0.00E+00
OTU_10321	4.20E-05	0.00E+00	0.00E+00	1.31E-04	1.14E-05	0.00E+00	0.00E+00
OTU_10322	7.94E-05	0.00E+00	0.00E+00	7.15E-05	1.94E-06	0.00E+00	0.00E+00
OTU_10323	7.68E-05	0.00E+00	0.00E+00	1.09E-04	2.12E-04	0.00E+00	0.00E+00
OTU_10324	3.64E-05	0.00E+00	0.00E+00	3.03E-05	1.94E-06	1.56E-04	0.00E+00
OTU_10325	2.02E-04	2.34E-06	0.00E+00	3.03E-04	2.08E-05	1.56E-05	0.00E+00
OTU_10326	8.88E-05	5.09E-06	0.00E+00	8.33E-05	1.90E-05	0.00E+00	0.00E+00
OTU_10327	4.00E-05	4.46E-06	0.00E+00	6.64E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10328	2.54E-05	0.00E+00	0.00E+00	9.60E-05	4.21E-05	0.00E+00	0.00E+00
OTU_10329	2.08E-04	2.63E-05	9.43E-06	8.29E-05	5.30E-06	0.00E+00	0.00E+00
OTU_1033	5.92E-04	3.47E-04	4.53E-06	1.88E-03	4.80E-03	1.83E-04	3.15E-05
OTU_10330	2.60E-05	0.00E+00	0.00E+00	9.64E-05	7.80E-06	0.00E+00	0.00E+00
OTU_10331	1.86E-05	0.00E+00	0.00E+00	4.34E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10332	1.95E-04	0.00E+00	0.00E+00	9.91E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10333	8.61E-05	1.16E-05	0.00E+00	4.05E-05	1.37E-05	0.00E+00	0.00E+00
OTU_10334	1.62E-02	2.56E-05	2.83E-05	6.47E-03	7.28E-04	4.17E-04	0.00E+00
OTU_10335	8.04E-05	2.41E-06	0.00E+00	4.11E-05	7.37E-06	0.00E+00	0.00E+00
OTU_10336	3.98E-05	0.00E+00	0.00E+00	6.25E-05	3.06E-05	0.00E+00	0.00E+00
OTU_10337	1.21E-04	0.00E+00	0.00E+00	3.92E-05	1.94E-06	0.00E+00	0.00E+00
OTU_10338	2.99E-05	0.00E+00	0.00E+00	5.68E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10339	5.95E-06	0.00E+00	0.00E+00	2.56E-05	2.56E-06	0.00E+00	0.00E+00
OTU_1034	1.27E-02	3.49E-06	1.12E-05	1.79E-02	7.89E-04	1.46E-04	0.00E+00
OTU_10340	1.63E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10341	1.31E-04	0.00E+00	0.00E+00	1.46E-04	4.53E-05	3.66E-05	0.00E+00
OTU_10342	1.66E-04	9.33E-06	0.00E+00	8.83E-05	2.96E-06	0.00E+00	0.00E+00
OTU_10343	0.00E+00	0.00E+00	0.00E+00	1.11E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10344	7.37E-04	0.00E+00	0.00E+00	4.26E-04	1.67E-06	0.00E+00	0.00E+00
OTU_10345	8.67E-04	7.38E-06	6.81E-06	2.94E-03	2.82E-03	0.00E+00	0.00E+00
OTU_10346	5.72E-06	0.00E+00	0.00E+00	8.06E-05	8.16E-05	0.00E+00	0.00E+00
OTU_10347	3.07E-04	0.00E+00	0.00E+00	4.72E-05	4.86E-06	0.00E+00	0.00E+00
OTU_10348	6.22E-05	0.00E+00	0.00E+00	8.43E-05	6.77E-06	0.00E+00	0.00E+00
OTU_10349	9.30E-04	0.00E+00	0.00E+00	5.52E-04	2.40E-05	0.00E+00	0.00E+00
OTU_1035	2.56E-02	7.49E-04	2.67E-04	2.09E-02	1.69E-03	6.62E-04	2.67E-05
OTU_10350	6.79E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10351	8.51E-05	0.00E+00	0.00E+00	3.09E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10352	2.78E-04	0.00E+00	0.00E+00	6.26E-05	6.87E-06	0.00E+00	0.00E+00
OTU_10353	3.30E-03	9.98E-06	0.00E+00	1.26E-03	1.74E-04	0.00E+00	6.61E-06
OTU_10354	4.07E-04	0.00E+00	0.00E+00	2.37E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10355	3.67E-04	0.00E+00	0.00E+00	5.39E-04	1.58E-04	2.82E-06	0.00E+00
OTU_10356	6.98E-05	0.00E+00	0.00E+00	4.21E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10357	1.62E-04	0.00E+00	0.00E+00	1.10E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10358	2.19E-04	0.00E+00	0.00E+00	9.02E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10359	2.95E-04	0.00E+00	0.00E+00	1.91E-04	1.79E-06	0.00E+00	0.00E+00
OTU_1036	1.42E-02	4.59E-06	0.00E+00	8.47E-03	5.03E-04	0.00E+00	0.00E+00
OTU_10360	5.69E-02	3.19E-04	2.92E-05	4.80E-02	2.67E-03	6.82E-05	0.00E+00
OTU_10361	8.21E-05	0.00E+00	0.00E+00	2.33E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10362	8.47E-05	0.00E+00	0.00E+00	1.21E-04	1.09E-05	0.00E+00	0.00E+00
OTU_10363	4.93E-05	0.00E+00	0.00E+00	0.00E+00	7.20E-06	0.00E+00	0.00E+00
OTU_10364	4.42E-05	0.00E+00	0.00E+00	2.21E-05	9.72E-06	0.00E+00	0.00E+00
OTU_10365	5.89E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10366	3.69E-04	0.00E+00	0.00E+00	2.94E-04	2.09E-05	0.00E+00	0.00E+00
OTU_10367	1.11E-04	0.00E+00	0.00E+00	2.89E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10368	1.11E-04	0.00E+00	0.00E+00	7.97E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10369	6.38E-05	0.00E+00	0.00E+00	4.98E-06	0.00E+00	0.00E+00	0.00E+00
OTU_1037	6.03E-03	7.37E-06	1.31E-05	1.42E-02	8.34E-03	6.24E-05	0.00E+00
OTU_10370	2.08E-04	0.00E+00	0.00E+00	8.08E-05	6.59E-06	0.00E+00	0.00E+00
OTU_10371	6.60E-04	6.57E-06	1.11E-05	6.29E-04	2.52E-05	0.00E+00	0.00E+00
OTU_10372	1.22E-04	7.20E-06	0.00E+00	1.38E-04	5.78E-04	0.00E+00	0.00E+00
OTU_10373	1.01E-04	0.00E+00	0.00E+00	4.13E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10374	4.28E-04	0.00E+00	0.00E+00	1.41E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10375	3.07E-05	0.00E+00	0.00E+00	7.55E-05	6.58E-05	0.00E+00	0.00E+00
OTU_10376	3.99E-04	0.00E+00	0.00E+00	4.57E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10377	1.36E-03	3.30E-04	2.35E-04	1.45E-02	3.03E-02	1.70E-02	3.56E-05
OTU_10378	6.17E-04	0.00E+00	0.00E+00	5.36E-04	5.19E-05	1.36E-05	0.00E+00
OTU_10379	7.38E-04	0.00E+00	0.00E+00	2.28E-04	0.00E+00	1.04E-05	0.00E+00
OTU_1038	1.01E-02	1.82E-05	0.00E+00	4.01E-03	5.83E-05	0.00E+00	0.00E+00
OTU_10380	1.34E-04	0.00E+00	0.00E+00	1.95E-04	3.24E-06	0.00E+00	0.00E+00
OTU_10381	3.57E-04	5.40E-05	0.00E+00	4.16E-04	1.13E-05	0.00E+00	0.00E+00
OTU_10382	4.15E-05	0.00E+00	0.00E+00	5.70E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10383	1.81E-04	0.00E+00	0.00E+00	4.67E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10384	4.97E-05	0.00E+00	0.00E+00	1.68E-04	5.04E-05	0.00E+00	0.00E+00
OTU_10385	1.50E-05	1.53E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10386	1.10E-04	0.00E+00	5.03E-06	9.03E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10387	5.71E-04	7.78E-06	0.00E+00	8.96E-04	4.27E-04	2.75E-05	0.00E+00
OTU_10388	5.39E-05	0.00E+00	0.00E+00	4.88E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10389	3.88E-04	0.00E+00	0.00E+00	1.05E-04	4.58E-06	0.00E+00	0.00E+00
OTU_1039	2.23E-02	0.00E+00	6.19E-06	2.11E-02	9.84E-04	0.00E+00	2.20E-04
OTU_10390	1.69E-04	0.00E+00	0.00E+00	2.83E-04	2.71E-05	0.00E+00	0.00E+00
OTU_10391	2.78E-05	0.00E+00	0.00E+00	3.25E-04	2.11E-04	2.15E-05	0.00E+00
OTU_10392	1.81E-04	0.00E+00	0.00E+00	6.43E-05	1.08E-05	0.00E+00	0.00E+00
OTU_10393	1.30E-03	1.87E-05	0.00E+00	1.83E-03	2.80E-04	6.15E-04	0.00E+00
OTU_10394	9.56E-05	0.00E+00	0.00E+00	7.21E-05	3.11E-06	0.00E+00	0.00E+00
OTU_10395	3.88E-05	0.00E+00	0.00E+00	1.80E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10396	7.83E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10397	1.05E-04	0.00E+00	0.00E+00	2.45E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10398	7.62E-05	0.00E+00	0.00E+00	5.43E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10399	1.04E-04	0.00E+00	0.00E+00	1.10E-04	0.00E+00	0.00E+00	0.00E+00
OTU_104	1.36E-02	1.83E-03	7.55E-05	3.37E-02	3.72E-02	3.97E-04	7.90E-05
OTU_1040	4.63E-03	6.17E-05	2.26E-05	7.97E-03	5.80E-04	7.53E-05	3.38E-06
OTU_10400	4.52E-05	0.00E+00	0.00E+00	4.91E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10401	2.51E-06	0.00E+00	0.00E+00	8.71E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10402	1.65E-02	3.88E-06	3.62E-06	7.10E-03	8.65E-05	2.06E-04	0.00E+00
OTU_10403	3.78E-04	0.00E+00	0.00E+00	7.41E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10404	7.21E-03	5.47E-06	0.00E+00	7.40E-04	1.59E-06	0.00E+00	0.00E+00
OTU_10405	2.56E-03	3.32E-06	4.54E-06	1.25E-03	2.34E-03	0.00E+00	0.00E+00
OTU_10406	1.75E-04	2.55E-05	0.00E+00	9.31E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10407	1.75E-04	0.00E+00	0.00E+00	8.47E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10408	4.66E-04	0.00E+00	0.00E+00	1.06E-04	3.69E-06	0.00E+00	0.00E+00
OTU_10409	3.02E-04	1.51E-05	0.00E+00	7.94E-06	0.00E+00	0.00E+00	0.00E+00
OTU_1041	6.74E-03	2.57E-06	5.03E-06	5.50E-03	3.08E-04	5.36E-05	0.00E+00
OTU_10410	7.35E-05	0.00E+00	0.00E+00	1.01E-04	0.00E+00	7.97E-05	0.00E+00
OTU_10411	2.05E-05	0.00E+00	0.00E+00	6.53E-05	9.10E-05	0.00E+00	0.00E+00
OTU_10412	2.20E-04	1.61E-05	0.00E+00	1.31E-04	3.68E-06	0.00E+00	0.00E+00
OTU_10413	2.42E-04	0.00E+00	0.00E+00	7.95E-05	3.09E-06	0.00E+00	0.00E+00
OTU_10414	1.89E-04	0.00E+00	0.00E+00	3.64E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10415	2.25E-04	0.00E+00	0.00E+00	7.24E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10416	1.16E-04	0.00E+00	0.00E+00	4.31E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10417	1.92E-04	0.00E+00	3.61E-06	1.49E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10418	9.46E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10419	1.95E-04	0.00E+00	0.00E+00	2.62E-05	0.00E+00	0.00E+00	0.00E+00
OTU_1042	1.12E-02	2.21E-05	6.47E-06	1.24E-02	9.31E-04	5.41E-05	1.04E-05
OTU_10420	1.20E-04	5.51E-06	0.00E+00	6.60E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10421	3.58E-04	0.00E+00	0.00E+00	2.45E-04	1.47E-04	0.00E+00	0.00E+00
OTU_10422	2.24E-04	0.00E+00	0.00E+00	1.07E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10423	9.73E-05	0.00E+00	0.00E+00	1.02E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10424	2.99E-04	0.00E+00	0.00E+00	1.36E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10425	9.71E-05	0.00E+00	0.00E+00	2.66E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10426	2.15E-04	0.00E+00	0.00E+00	6.50E-05	5.67E-06	0.00E+00	0.00E+00
OTU_10427	6.23E-04	0.00E+00	0.00E+00	2.47E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10428	2.62E-04	0.00E+00	0.00E+00	1.20E-04	1.04E-05	0.00E+00	0.00E+00
OTU_10429	5.61E-04	0.00E+00	0.00E+00	9.61E-05	9.41E-06	0.00E+00	0.00E+00
OTU_1043	2.04E-02	0.00E+00	2.25E-06	6.67E-03	1.40E-04	0.00E+00	0.00E+00
OTU_10430	2.27E-04	0.00E+00	0.00E+00	3.14E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10431	2.91E-03	3.65E-05	1.00E-05	1.64E-03	2.19E-05	1.74E-04	0.00E+00
OTU_10432	2.57E-04	0.00E+00	0.00E+00	1.37E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10433	2.39E-03	1.75E-06	0.00E+00	1.19E-03	9.07E-05	4.49E-05	0.00E+00
OTU_10434	6.27E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_10435	8.07E-05	0.00E+00	0.00E+00	1.60E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10436	4.11E-04	0.00E+00	0.00E+00	5.94E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10437	2.47E-04	2.96E-05	7.18E-06	1.46E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10438	2.31E-04	0.00E+00	0.00E+00	1.82E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10439	7.80E-05	0.00E+00	0.00E+00	3.52E-05	0.00E+00	0.00E+00	0.00E+00
OTU_1044	7.34E-03	9.94E-05	2.06E-05	4.59E-03	1.96E-02	0.00E+00	0.00E+00
OTU_10440	3.15E-04	0.00E+00	0.00E+00	1.53E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10441	2.46E-04	0.00E+00	2.54E-06	1.05E-04	5.64E-06	0.00E+00	0.00E+00
OTU_10442	1.85E-04	0.00E+00	0.00E+00	1.58E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10443	1.31E-04	0.00E+00	0.00E+00	3.93E-05	3.41E-05	0.00E+00	0.00E+00
OTU_10444	1.31E-04	2.44E-06	0.00E+00	2.11E-04	3.31E-05	0.00E+00	0.00E+00
OTU_10445	1.22E-04	0.00E+00	0.00E+00	5.45E-05	2.37E-05	0.00E+00	0.00E+00
OTU_10446	3.12E-05	0.00E+00	0.00E+00	1.17E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10447	1.96E-04	0.00E+00	0.00E+00	3.42E-05	7.71E-05	0.00E+00	0.00E+00
OTU_10448	1.53E-05	0.00E+00	0.00E+00	1.16E-04	3.74E-05	0.00E+00	0.00E+00
OTU_10449	1.25E-04	0.00E+00	0.00E+00	6.40E-05	0.00E+00	0.00E+00	0.00E+00
OTU_1045	7.13E-05	1.14E-02	3.39E-03	2.40E-04	2.75E-04	2.22E-02	6.54E-05
OTU_10450	1.71E-04	0.00E+00	0.00E+00	4.76E-05	1.00E-05	0.00E+00	0.00E+00
OTU_10451	2.82E-04	0.00E+00	0.00E+00	1.52E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10452	2.31E-04	0.00E+00	0.00E+00	2.54E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10453	3.78E-04	0.00E+00	0.00E+00	2.74E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10454	2.14E-04	0.00E+00	2.83E-06	1.40E-04	0.00E+00	0.00E+00	0.00E+00
OTU_10455	8.62E-05	0.00E+00	0.00E+00	9.71E-05	6.21E-06	0.00E+00	0.00E+00
OTU_10456	3.08E-04	0.00E+00	3.06E-06	4.49E-04	3.51E-05	0.00E+00	0.00E+00
OTU_10457	3.42E-04	0.00E+00	0.00E+00	3.75E-06	0.00E+00	0.00E+00	0.00E+00
OTU_10458	1.38E-04	0.00E+00	0.00E+00	1.34E-04	1.51E-05	0.00E+00	0.00E+00
OTU_10459	4.30E-04	0.00E+00	0.00E+00	6.00E-05	1.63E-05	0.00E+00	0.00E+00
OTU_1046	1.56E-02	4.03E-04	3.31E-04	2.74E-02	1.10E-02	7.07E-06	1.55E-05
OTU_10460	1.82E-04	0.00E+00	0.00E+00	4.39E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10461	3.70E-04	0.00E+00	0.00E+00	9.13E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10462	1.26E-04	0.00E+00	0.00E+00	3.05E-05	1.00E-05	0.00E+00	0.00E+00
OTU_10463	2.33E-04	0.00E+00	0.00E+00	6.84E-05	5.58E-05	0.00E+00	0.00E+00
OTU_10464	6.28E-04	0.00E+00	0.00E+00	4.26E-04	1.79E-05	0.00E+00	0.00E+00
OTU_10465	5.98E-04	1.64E-05	0.00E+00	7.54E-05	1.76E-05	0.00E+00	0.00E+00
OTU_10466	1.92E-04	0.00E+00	0.00E+00	4.32E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10467	2.49E-04	0.00E+00	0.00E+00	2.01E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10468	1.73E-04	0.00E+00	0.00E+00	8.66E-05	3.88E-05	0.00E+00	0.00E+00
OTU_10469	2.00E-04	0.00E+00	0.00E+00	3.24E-05	7.32E-06	0.00E+00	0.00E+00
OTU_1047	3.06E-02	8.76E-05	3.78E-06	1.55E-02	6.55E-04	0.00E+00	9.38E-06
OTU_10470	1.64E-04	0.00E+00	0.00E+00	4.68E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10471	4.71E-04	2.14E-06	0.00E+00	1.41E-04	3.91E-06	0.00E+00	0.00E+00
OTU_10472	3.42E-03	5.75E-05	1.00E-05	3.12E-03	6.37E-05	5.74E-06	0.00E+00
OTU_10473	2.06E-04	0.00E+00	0.00E+00	7.53E-05	1.91E-05	0.00E+00	0.00E+00
OTU_10474	1.13E-04	0.00E+00	0.00E+00	9.73E-05	6.82E-05	0.00E+00	0.00E+00
OTU_10475	3.73E-04	0.00E+00	0.00E+00	1.24E-04	2.13E-05	9.36E-06	0.00E+00
OTU_10476	4.56E-04	0.00E+00	0.00E+00	9.79E-05	1.47E-05	0.00E+00	0.00E+00
OTU_10477	1.88E-04	0.00E+00	0.00E+00	9.45E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10478	2.09E-04	0.00E+00	0.00E+00	1.73E-05	0.00E+00	0.00E+00	0.00E+00
OTU_10479	9.26E-04	0.00E+00	0.00E+00	3.35E-04	4.55E-05	0.00E+00	0.00E+00
OTU_1048	1.74E-02	0.00E+00	2.84E-06	9.11E-03	4.79E-04	0.00E+00	0.00E+00
